date,avg_power_kW,total_energy_kWh
2024-07-25,0.06335273340513786,0.1900582002154136
2024-07-26,0.051153506053804386,0.664995578699457
2024-07-27,0.06061182149807112,0.7879536794749246
2024-07-28,0.06995967623763957,0.8045362767328551
2024-07-29,0.06033155891905393,0.7541444864881741
2024-07-30,0.0716774049888102,0.9318062648545327
2024-07-31,0.06831243537473253,0.8197492244967903
